Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
【1852年】嘉永5年政務本格化,02/01/2025,,02/01/2025,,True,"【1852-02-01の出来事を追体験】
和暦: 嘉永5年1月11日
人物: 幕府
解説: 年次政策推進
タグ: 政治

本来の日付: 1852-02-01
追体験日付: 2025-02-01",,False
【1852年】立春,02/04/2025,,02/04/2025,,True,"【1852-02-04の出来事を追体験】
和暦: 嘉永5年1月14日
人物: 暦
解説: 春の始まり
タグ: 自然

本来の日付: 1852-02-04
追体験日付: 2025-02-04",,False
【1852年】蘭学私塾活動,02/10/2025,,02/10/2025,,True,"【1852-02-10の出来事を追体験】
和暦: 嘉永5年1月20日
人物: 蘭学者
解説: 西洋医学・砲術研究
タグ: 学問

本来の日付: 1852-02-10
追体験日付: 2025-02-10",,False
【1852年】佐久間象山砲術指導,02/15/2025,,02/15/2025,,True,"【1852-02-15の出来事を追体験】
和暦: 嘉永5年1月25日
人物: 佐久間象山
解説: 西洋兵学伝授
タグ: 軍事

本来の日付: 1852-02-15
追体験日付: 2025-02-15",,False
【1852年】雨水,02/19/2025,,02/19/2025,,True,"【1852-02-19の出来事を追体験】
和暦: 嘉永5年1月29日
人物: 暦
解説: 雪が雨に変わる頃
タグ: 自然

本来の日付: 1852-02-19
追体験日付: 2025-02-19",,False
【1852年】反射炉建設準備,02/20/2025,,02/20/2025,,True,"【1852-02-20の出来事を追体験】
和暦: 嘉永5年1月30日
人物: 諸藩
解説: 大砲製造技術
タグ: 軍事

本来の日付: 1852-02-20
追体験日付: 2025-02-20",,False
【1852年】児玉源太郎誕生,02/25/2025,,02/25/2025,,True,"【1852-02-25の出来事を追体験】
和暦: 嘉永5年2月5日
人物: 児玉源太郎
解説: のちの陸軍大将・台湾総督
タグ: 人物

本来の日付: 1852-02-25
追体験日付: 2025-02-25",,False
【1852年】月末幕政会議,02/28/2025,,02/28/2025,,True,"【1852-02-28の出来事を追体験】
和暦: 嘉永5年2月8日
人物: 幕閣
解説: 定例政務処理
タグ: 政治

本来の日付: 1852-02-28
追体験日付: 2025-02-28",,False
【1852年】海防会議,03/01/2025,,03/01/2025,,True,"【1852-03-01の出来事を追体験】
和暦: 嘉永5年2月9日
人物: 幕府
解説: 沿岸警備体制点検
タグ: 軍事

本来の日付: 1852-03-01
追体験日付: 2025-03-01",,False
【1852年】上巳の節句,03/03/2025,,03/03/2025,,True,"【1852-03-03の出来事を追体験】
和暦: 嘉永5年2月12日
人物: 全国
解説: 雛祭り、女児祝い
タグ: 社会

本来の日付: 1852-03-03
追体験日付: 2025-03-03",,False
【1852年】啓蟄,03/06/2025,,03/06/2025,,True,"【1852-03-06の出来事を追体験】
和暦: 嘉永5年2月15日
人物: 暦
解説: 虫が活動開始
タグ: 自然

本来の日付: 1852-03-06
追体験日付: 2025-03-06",,False
【1852年】異国船対応策検討,03/15/2025,,03/15/2025,,True,"【1852-03-15の出来事を追体験】
和暦: 嘉永5年2月23日
人物: 老中
解説: 外国船来航対処法
タグ: 外交

本来の日付: 1852-03-15
追体験日付: 2025-03-15",,False
【1852年】春分,03/20/2025,,03/20/2025,,True,"【1852-03-20の出来事を追体験】
和暦: 嘉永5年2月28日
人物: 暦
解説: 昼夜平分
タグ: 自然

本来の日付: 1852-03-20
追体験日付: 2025-03-20",,False
【1852年】桜開花時期,03/25/2025,,03/25/2025,,True,"【1852-03-25の出来事を追体験】
和暦: 嘉永5年3月4日
人物: 江戸
解説: 春の風物詩
タグ: 自然

本来の日付: 1852-03-25
追体験日付: 2025-03-25",,False
【1852年】春季人事,03/31/2025,,03/31/2025,,True,"【1852-03-31の出来事を追体験】
和暦: 嘉永5年3月10日
人物: 幕府
解説: 定期人事異動
タグ: 政治

本来の日付: 1852-03-31
追体験日付: 2025-03-31",,False
【1852年】諸藩財政改革,04/01/2025,,04/01/2025,,True,"【1852-04-01の出来事を追体験】
和暦: 嘉永5年3月11日
人物: 諸藩
解説: 藩政近代化推進
タグ: 経済

本来の日付: 1852-04-01
追体験日付: 2025-04-01",,False
【1852年】清明,04/05/2025,,04/05/2025,,True,"【1852-04-05の出来事を追体験】
和暦: 嘉永5年3月15日
人物: 暦
解説: 万物清浄明潔
タグ: 自然

本来の日付: 1852-04-05
追体験日付: 2025-04-05",,False
【1852年】花祭り,04/08/2025,,04/08/2025,,True,"【1852-04-08の出来事を追体験】
和暦: 嘉永5年3月18日
人物: 全国
解説: 釈迦誕生祝い
タグ: 宗教

本来の日付: 1852-04-08
追体験日付: 2025-04-08",,False
【1852年】吉田松陰東北遊学準備,04/10/2025,,04/10/2025,,True,"【1852-04-10の出来事を追体験】
和暦: 嘉永5年3月20日
人物: 吉田松陰
解説: 見聞拡大のための旅支度
タグ: 学問

本来の日付: 1852-04-10
追体験日付: 2025-04-10",,False
【1852年】江戸湾警備強化,04/15/2025,,04/15/2025,,True,"【1852-04-15の出来事を追体験】
和暦: 嘉永5年3月25日
人物: 幕府
解説: 首都防衛体制
タグ: 軍事

本来の日付: 1852-04-15
追体験日付: 2025-04-15",,False
【1852年】穀雨,04/20/2025,,04/20/2025,,True,"【1852-04-20の出来事を追体験】
和暦: 嘉永5年3月30日
人物: 暦
解説: 穀物潤す雨
タグ: 自然

本来の日付: 1852-04-20
追体験日付: 2025-04-20",,False
【1852年】藩校春季入学,04/25/2025,,04/25/2025,,True,"【1852-04-25の出来事を追体験】
和暦: 嘉永5年4月5日
人物: 諸藩
解説: 教育制度運用
タグ: 学問

本来の日付: 1852-04-25
追体験日付: 2025-04-25",,False
【1852年】春の農事開始,05/01/2025,,05/01/2025,,True,"【1852-05-01の出来事を追体験】
和暦: 嘉永5年4月11日
人物: 農民
解説: 田植え準備
タグ: 経済

本来の日付: 1852-05-01
追体験日付: 2025-05-01",,False
【1852年】端午の節句,05/05/2025,,05/05/2025,,True,"【1852-05-05の出来事を追体験】
和暦: 嘉永5年4月15日
人物: 全国
解説: 男児祝い、武者人形
タグ: 社会

本来の日付: 1852-05-05
追体験日付: 2025-05-05",,False
【1852年】立夏,05/06/2025,,05/06/2025,,True,"【1852-05-06の出来事を追体験】
和暦: 嘉永5年4月16日
人物: 暦
解説: 夏の始まり
タグ: 自然

本来の日付: 1852-05-06
追体験日付: 2025-05-06",,False
【1852年】商業活動活発化,05/10/2025,,05/10/2025,,True,"【1852-05-10の出来事を追体験】
和暦: 嘉永5年4月20日
人物: 町人
解説: 流通・商取引拡大
タグ: 経済

本来の日付: 1852-05-10
追体験日付: 2025-05-10",,False
【1852年】吉田松陰東北遊学開始,05/15/2025,,05/15/2025,,True,"【1852-05-15の出来事を追体験】
和暦: 嘉永5年4月25日
人物: 吉田松陰
解説: 福島・新潟方面へ出発
タグ: 学問

本来の日付: 1852-05-15
追体験日付: 2025-05-15",,False
【1852年】小満,05/21/2025,,05/21/2025,,True,"【1852-05-21の出来事を追体験】
和暦: 嘉永5年5月1日
人物: 暦
解説: 万物が充実し始める
タグ: 自然

本来の日付: 1852-05-21
追体験日付: 2025-05-21",,False
【1852年】各藩殖産興業推進,05/25/2025,,05/25/2025,,True,"【1852-05-25の出来事を追体験】
和暦: 嘉永5年5月5日
人物: 諸藩
解説: 経済政策活発化
タグ: 経済

本来の日付: 1852-05-25
追体験日付: 2025-05-25",,False
【1852年】衣替え,06/01/2025,,06/01/2025,,True,"【1852-06-01の出来事を追体験】
和暦: 嘉永5年5月12日
人物: 全国
解説: 夏服への更衣
タグ: 社会

本来の日付: 1852-06-01
追体験日付: 2025-06-01",,False
【1852年】洋式船舶研究,06/05/2025,,06/05/2025,,True,"【1852-06-05の出来事を追体験】
和暦: 嘉永5年5月16日
人物: 幕府
解説: 海運技術向上
タグ: 軍事

本来の日付: 1852-06-05
追体験日付: 2025-06-05",,False
【1852年】芒種,06/06/2025,,06/06/2025,,True,"【1852-06-06の出来事を追体験】
和暦: 嘉永5年5月17日
人物: 暦
解説: 芒ある穀物種蒔き
タグ: 自然

本来の日付: 1852-06-06
追体験日付: 2025-06-06",,False
【1852年】夏季祭礼準備,06/10/2025,,06/10/2025,,True,"【1852-06-10の出来事を追体験】
和暦: 嘉永5年5月21日
人物: 庶民
解説: 地域共同体行事
タグ: 社会

本来の日付: 1852-06-10
追体験日付: 2025-06-10",,False
【1852年】吉田松陰佐渡到着,06/15/2025,,06/15/2025,,True,"【1852-06-15の出来事を追体験】
和暦: 嘉永5年5月26日
人物: 吉田松陰
解説: 遊学継続、見聞拡大
タグ: 学問

本来の日付: 1852-06-15
追体験日付: 2025-06-15",,False
【1852年】夏至,06/21/2025,,06/21/2025,,True,"【1852-06-21の出来事を追体験】
和暦: 嘉永5年6月2日
人物: 暦
解説: 昼が最も長い日
タグ: 自然

本来の日付: 1852-06-21
追体験日付: 2025-06-21",,False
【1852年】ロシア船下田来航,06/24/2025,,06/24/2025,,True,"【1852-06-24の出来事を追体験】
和暦: 嘉永5年6月5日
人物: ロシア使節
解説: メンチコフ号来航、通商要求
タグ: 外交

本来の日付: 1852-06-24
追体験日付: 2025-06-24",,False
【1852年】下田奉行緊急協議,06/25/2025,,06/25/2025,,True,"【1852-06-25の出来事を追体験】
和暦: 嘉永5年6月6日
人物: 下田奉行
解説: 露船対応策検討
タグ: 政治

本来の日付: 1852-06-25
追体験日付: 2025-06-25",,False
【1852年】露船対応江戸報告,06/30/2025,,06/30/2025,,True,"【1852-06-30の出来事を追体験】
和暦: 嘉永5年6月11日
人物: 幕府
解説: 外国船来航報告
タグ: 外交

本来の日付: 1852-06-30
追体験日付: 2025-06-30",,False
【1852年】藩営事業拡大,07/01/2025,,07/01/2025,,True,"【1852-07-01の出来事を追体験】
和暦: 嘉永5年6月12日
人物: 諸藩
解説: 殖産興業政策
タグ: 経済

本来の日付: 1852-07-01
追体験日付: 2025-07-01",,False
【1852年】小暑,07/07/2025,,07/07/2025,,True,"【1852-07-07の出来事を追体験】
和暦: 嘉永5年6月18日
人物: 暦
解説: 暑さ本格化
タグ: 自然

本来の日付: 1852-07-07
追体験日付: 2025-07-07",,False
【1852年】洋式調練導入,07/10/2025,,07/10/2025,,True,"【1852-07-10の出来事を追体験】
和暦: 嘉永5年6月21日
人物: 諸藩
解説: 軍事近代化
タグ: 軍事

本来の日付: 1852-07-10
追体験日付: 2025-07-10",,False
【1852年】盂蘭盆会準備,07/13/2025,,07/13/2025,,True,"【1852-07-13の出来事を追体験】
和暦: 嘉永5年6月24日
人物: 全国
解説: 先祖供養準備
タグ: 宗教

本来の日付: 1852-07-13
追体験日付: 2025-07-13",,False
【1852年】藩校夏季教育,07/15/2025,,07/15/2025,,True,"【1852-07-15の出来事を追体験】
和暦: 嘉永5年6月26日
人物: 諸藩
解説: 儒学・武芸指導
タグ: 学問

本来の日付: 1852-07-15
追体験日付: 2025-07-15",,False
【1852年】吉田松陰青森到着,07/20/2025,,07/20/2025,,True,"【1852-07-20の出来事を追体験】
和暦: 嘉永5年7月1日
人物: 吉田松陰
解説: 津軽地方見学
タグ: 学問

本来の日付: 1852-07-20
追体験日付: 2025-07-20",,False
【1852年】大暑,07/23/2025,,07/23/2025,,True,"【1852-07-23の出来事を追体験】
和暦: 嘉永5年7月4日
人物: 暦
解説: 一年最暑期
タグ: 自然

本来の日付: 1852-07-23
追体験日付: 2025-07-23",,False
【1852年】夏祭り各地開催,07/30/2025,,07/30/2025,,True,"【1852-07-30の出来事を追体験】
和暦: 嘉永5年7月11日
人物: 庶民
解説: 祭礼・娯楽行事
タグ: 社会

本来の日付: 1852-07-30
追体験日付: 2025-07-30",,False
【1852年】オランダ商館長開国勧告準備,08/01/2025,,08/01/2025,,True,"【1852-08-01の出来事を追体験】
和暦: 嘉永5年7月13日
人物: オランダ商館
解説: 幕府への建白準備
タグ: 外交

本来の日付: 1852-08-01
追体験日付: 2025-08-01",,False
【1852年】夏の旱魃,08/05/2025,,08/05/2025,,True,"【1852-08-05の出来事を追体験】
和暦: 嘉永5年7月17日
人物: 農村
解説: 農作物への影響
タグ: 災害

本来の日付: 1852-08-05
追体験日付: 2025-08-05",,False
【1852年】立秋,08/08/2025,,08/08/2025,,True,"【1852-08-08の出来事を追体験】
和暦: 嘉永5年7月20日
人物: 暦
解説: 秋の始まり
タグ: 自然

本来の日付: 1852-08-08
追体験日付: 2025-08-08",,False
【1852年】製鉄技術研究,08/10/2025,,08/10/2025,,True,"【1852-08-10の出来事を追体験】
和暦: 嘉永5年7月22日
人物: 佐賀藩等
解説: 近代工業準備
タグ: 経済

本来の日付: 1852-08-10
追体験日付: 2025-08-10",,False
【1852年】オランダ商館長幕府に開国勧告,08/15/2025,,08/15/2025,,True,"【1852-08-15の出来事を追体験】
和暦: 嘉永5年7月27日
人物: ヤン・ドンケル・クルチウス
解説: 鎖国政策変更を提言
タグ: 外交

本来の日付: 1852-08-15
追体験日付: 2025-08-15",,False
【1852年】吉田松陰岩手・宮城巡見,08/20/2025,,08/20/2025,,True,"【1852-08-20の出来事を追体験】
和暦: 嘉永5年8月2日
人物: 吉田松陰
解説: 東北地方情勢調査
タグ: 学問

本来の日付: 1852-08-20
追体験日付: 2025-08-20",,False
【1852年】処暑,08/23/2025,,08/23/2025,,True,"【1852-08-23の出来事を追体験】
和暦: 嘉永5年8月5日
人物: 暦
解説: 暑さが止む
タグ: 自然

本来の日付: 1852-08-23
追体験日付: 2025-08-23",,False
【1852年】露船メンチコフ号下田来航,08/29/2025,,08/29/2025,,True,"【1852-08-29の出来事を追体験】
和暦: 嘉永5年8月11日
人物: メンチコフ号
解説: プチャーチン来航前触れ
タグ: 外交

本来の日付: 1852-08-29
追体験日付: 2025-08-29",,False
【1852年】台風被害,09/01/2025,,09/01/2025,,True,"【1852-09-01の出来事を追体験】
和暦: 嘉永5年8月14日
人物: 関東・東海
解説: 風水害発生
タグ: 災害

本来の日付: 1852-09-01
追体験日付: 2025-09-01",,False
【1852年】白露,09/08/2025,,09/08/2025,,True,"【1852-09-08の出来事を追体験】
和暦: 嘉永5年8月21日
人物: 暦
解説: 露が降り始める
タグ: 自然

本来の日付: 1852-09-08
追体験日付: 2025-09-08",,False
【1852年】秋の長雨,09/10/2025,,09/10/2025,,True,"【1852-09-10の出来事を追体験】
和暦: 嘉永5年8月23日
人物: 全国
解説: 収穫への影響
タグ: 自然

本来の日付: 1852-09-10
追体験日付: 2025-09-10",,False
【1852年】吉田松陰栃木通過,09/15/2025,,09/15/2025,,True,"【1852-09-15の出来事を追体験】
和暦: 嘉永5年8月28日
人物: 吉田松陰
解説: 関東帰路
タグ: 学問

本来の日付: 1852-09-15
追体験日付: 2025-09-15",,False
【1852年】祐宮（明治天皇）御誕生,09/22/2025,,09/22/2025,,True,"【1852-09-22の出来事を追体験】
和暦: 嘉永5年9月5日
人物: 祐宮（明治天皇）
解説: のちの明治天皇御生誕
タグ: 皇室

本来の日付: 1852-09-22
追体験日付: 2025-09-22",,False
【1852年】秋分,09/23/2025,,09/23/2025,,True,"【1852-09-23の出来事を追体験】
和暦: 嘉永5年9月6日
人物: 暦
解説: 昼夜平分
タグ: 自然

本来の日付: 1852-09-23
追体験日付: 2025-09-23",,False
【1852年】祐宮誕生祝賀,09/25/2025,,09/25/2025,,True,"【1852-09-25の出来事を追体験】
和暦: 嘉永5年9月8日
人物: 朝廷・幕府
解説: 皇子誕生の慶事
タグ: 政治

本来の日付: 1852-09-25
追体験日付: 2025-09-25",,False
【1852年】吉田松陰江戸帰着,09/30/2025,,09/30/2025,,True,"【1852-09-30の出来事を追体験】
和暦: 嘉永5年9月13日
人物: 吉田松陰
解説: 東北遊学完了
タグ: 学問

本来の日付: 1852-09-30
追体験日付: 2025-09-30",,False
【1852年】秋の収穫調査,10/01/2025,,10/01/2025,,True,"【1852-10-01の出来事を追体験】
和暦: 嘉永5年9月14日
人物: 郡代・代官
解説: 年貢徴収準備
タグ: 経済

本来の日付: 1852-10-01
追体験日付: 2025-10-01",,False
【1852年】寒露,10/08/2025,,10/08/2025,,True,"【1852-10-08の出来事を追体験】
和暦: 嘉永5年9月21日
人物: 暦
解説: 冷たい露降りる
タグ: 自然

本来の日付: 1852-10-08
追体験日付: 2025-10-08",,False
【1852年】測量技術向上,10/10/2025,,10/10/2025,,True,"【1852-10-10の出来事を追体験】
和暦: 嘉永5年9月23日
人物: 幕府
解説: 地図作成精度向上
タグ: 学問

本来の日付: 1852-10-10
追体験日付: 2025-10-10",,False
【1852年】山本権兵衛誕生,10/15/2025,,10/15/2025,,True,"【1852-10-15の出来事を追体験】
和暦: 嘉永5年9月28日
人物: 山本権兵衛
解説: のちの海軍大将・総理
タグ: 人物

本来の日付: 1852-10-15
追体験日付: 2025-10-15",,False
【1852年】吉田松陰萩帰国命令,10/20/2025,,10/20/2025,,True,"【1852-10-20の出来事を追体験】
和暦: 嘉永5年10月3日
人物: 長州藩
解説: 無許可遊学への処分
タグ: 武力弾圧

本来の日付: 1852-10-20
追体験日付: 2025-10-20",,False
【1852年】霜降,10/24/2025,,10/24/2025,,True,"【1852-10-24の出来事を追体験】
和暦: 嘉永5年10月7日
人物: 暦
解説: 霜降り始める
タグ: 自然

本来の日付: 1852-10-24
追体験日付: 2025-10-24",,False
【1852年】各藩秋季軍事訓練,10/30/2025,,10/30/2025,,True,"【1852-10-30の出来事を追体験】
和暦: 嘉永5年10月13日
人物: 諸藩
解説: 武備向上策
タグ: 軍事

本来の日付: 1852-10-30
追体験日付: 2025-10-30",,False
【1852年】秋祭り,11/03/2025,,11/03/2025,,True,"【1852-11-03の出来事を追体験】
和暦: 嘉永5年10月17日
人物: 各地
解説: 収穫感謝祭
タグ: 社会

本来の日付: 1852-11-03
追体験日付: 2025-11-03",,False
【1852年】吉田松陰萩帰藩,11/05/2025,,11/05/2025,,True,"【1852-11-05の出来事を追体験】
和暦: 嘉永5年10月19日
人物: 吉田松陰
解説: 杉家自宅謹慎開始
タグ: 武力弾圧

本来の日付: 1852-11-05
追体験日付: 2025-11-05",,False
【1852年】立冬,11/07/2025,,11/07/2025,,True,"【1852-11-07の出来事を追体験】
和暦: 嘉永5年10月21日
人物: 暦
解説: 冬の始まり
タグ: 自然

本来の日付: 1852-11-07
追体験日付: 2025-11-07",,False
【1852年】諸藩冬支度,11/15/2025,,11/15/2025,,True,"【1852-11-15の出来事を追体験】
和暦: 嘉永5年10月29日
人物: 諸藩
解説: 寒冷期準備
タグ: 社会

本来の日付: 1852-11-15
追体験日付: 2025-11-15",,False
【1852年】小雪,11/22/2025,,11/22/2025,,True,"【1852-11-22の出来事を追体験】
和暦: 嘉永5年11月6日
人物: 暦
解説: 寒くなり雪降る
タグ: 自然

本来の日付: 1852-11-22
追体験日付: 2025-11-22",,False
【1852年】ペリー提督日本向け出航,11/24/2025,,11/24/2025,,True,"【1852-11-24の出来事を追体験】
和暦: 嘉永5年11月8日
人物: ペリー
解説: ノーフォークより艦隊出発
タグ: 外交

本来の日付: 1852-11-24
追体験日付: 2025-11-24",,False
【1852年】米艦隊出航報告,11/25/2025,,11/25/2025,,True,"【1852-11-25の出来事を追体験】
和暦: 嘉永5年11月9日
人物: 幕府
解説: オランダ商館からの情報
タグ: 外交

本来の日付: 1852-11-25
追体験日付: 2025-11-25",,False
【1852年】年末準備開始,11/30/2025,,11/30/2025,,True,"【1852-11-30の出来事を追体験】
和暦: 嘉永5年11月14日
人物: 幕府
解説: 歳末政務整理
タグ: 政治

本来の日付: 1852-11-30
追体験日付: 2025-11-30",,False
【1852年】吉田松陰脱藩準備,12/01/2025,,12/01/2025,,True,"【1852-12-01の出来事を追体験】
和暦: 嘉永5年11月15日
人物: 吉田松陰
解説: 再度の無許可行動企図
タグ: 脱藩

本来の日付: 1852-12-01
追体験日付: 2025-12-01",,False
【1852年】大雪,12/07/2025,,12/07/2025,,True,"【1852-12-07の出来事を追体験】
和暦: 嘉永5年11月21日
人物: 暦
解説: 雪激しく降る
タグ: 自然

本来の日付: 1852-12-07
追体験日付: 2025-12-07",,False
【1852年】年末海防点検,12/15/2025,,12/15/2025,,True,"【1852-12-15の出来事を追体験】
和暦: 嘉永5年11月29日
人物: 幕府
解説: 沿岸防備確認
タグ: 軍事

本来の日付: 1852-12-15
追体験日付: 2025-12-15",,False
【1852年】吉田松陰脱藩実行,12/20/2025,,12/20/2025,,True,"【1852-12-20の出来事を追体験】
和暦: 嘉永5年12月4日
人物: 吉田松陰
解説: 萩を無許可で離脱
タグ: 脱藩

本来の日付: 1852-12-20
追体験日付: 2025-12-20",,False
【1852年】冬至,12/22/2025,,12/22/2025,,True,"【1852-12-22の出来事を追体験】
和暦: 嘉永5年12月6日
人物: 暦
解説: 昼最短の日
タグ: 自然

本来の日付: 1852-12-22
追体験日付: 2025-12-22",,False
【1852年】嘉永5年総括,12/31/2025,,12/31/2025,,True,"【1852-12-31の出来事を追体験】
和暦: 嘉永5年12月15日
人物: 幕閣
解説: 一年政務総点検
タグ: 政治

本来の日付: 1852-12-31
追体験日付: 2025-12-31",,False
